region;comuna;sscuenca_dga;cod_estacion;nombre_estacion;zona;altitud (m.s.n.m);temperatura (°C);humedad_relativa (%);presion_atmosferica (hPAS);direccion_viento (°);fuerza_viento (kt);precipitación (mm);radiacion (W/m²);anyo;fecha_hora
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.375;0.0;0.0;0.0;;2006.0;2006-07-31 07:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.9;0.0;0.0;0.0;;2006.0;2006-07-31 08:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.725;0.0;0.0;0.0;;2006.0;2006-07-31 09:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.875;0.0;0.0;0.0;;2006.0;2006-07-31 10:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.55;70.3;1011.275;0.0;0.0;0.0;;2006.0;2006-07-31 11:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.6;70.0;1011.925;0.0;0.0;0.0;;2006.0;2006-07-31 12:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.7;71.3;1012.525;0.0;0.0;0.0;;2006.0;2006-07-31 13:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.93;70.3;1012.725;0.0;0.0;0.0;;2006.0;2006-07-31 14:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.125;0.0;0.0;0.0;;2006.0;2006-07-31 15:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.125;0.0;0.0;0.0;;2006.0;2006-07-31 16:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.25;0.0;0.0;0.0;;2006.0;2006-07-31 17:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.775;0.0;0.0;0.0;;2006.0;2006-07-31 18:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.475;0.0;0.0;0.0;;2006.0;2006-07-31 19:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.8;0.0;0.0;0.0;;2006.0;2006-07-31 20:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.1;69.5;1010.175;0.0;0.0;0.0;;2006.0;2006-07-31 21:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.65;70.5;1010.65;0.0;0.0;0.0;;2006.0;2006-07-31 22:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.55;71.3;1010.925;0.0;0.0;0.0;;2006.0;2006-07-31 23:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.53;72.0;1011.3;0.0;0.0;0.0;;2006.0;2006-08-01 00:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.55;71.8;1011.675;0.0;0.0;0.0;;2006.0;2006-08-01 01:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.58;71.0;1012.0;0.0;0.0;0.0;;2006.0;2006-08-01 02:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.5;71.0;1011.95;0.0;0.0;0.0;;2006.0;2006-08-01 03:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.4;72.0;1012.025;0.0;0.0;0.0;;2006.0;2006-08-01 04:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.0;0.0;0.0;0.0;;2006.0;2006-08-01 05:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.55;0.0;0.0;0.0;;2006.0;2006-08-01 06:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.025;0.0;0.0;0.0;;2006.0;2006-08-01 07:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.75;0.0;0.0;0.0;;2006.0;2006-08-01 08:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.9;0.0;0.0;0.0;;2006.0;2006-08-01 09:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.58;75.8;1011.6;0.0;0.0;0.0;;2006.0;2006-08-01 10:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.53;75.3;1012.35;0.0;0.0;0.0;;2006.0;2006-08-01 11:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.5;74.3;1013.025;0.0;0.0;0.0;;2006.0;2006-08-01 12:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.65;74.0;1013.725;0.0;0.0;0.0;;2006.0;2006-08-01 13:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.08;73.0;1014.225;0.0;0.0;0.0;;2006.0;2006-08-01 14:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.58;70.8;1014.375;0.0;0.0;0.0;;2006.0;2006-08-01 15:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1013.925;0.0;0.0;0.0;;2006.0;2006-08-01 16:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.925;0.0;0.0;0.0;;2006.0;2006-08-01 17:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.9;0.0;0.0;0.0;;2006.0;2006-08-01 18:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.45;0.0;0.0;0.0;;2006.0;2006-08-01 19:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.65;0.0;0.0;0.0;;2006.0;2006-08-01 20:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.73;73.3;1012.325;0.0;0.0;0.0;;2006.0;2006-08-01 21:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.63;73.5;1013.175;0.0;0.0;0.0;;2006.0;2006-08-01 22:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.45;72.8;1013.95;0.0;0.0;0.0;;2006.0;2006-08-01 23:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.45;72.3;1014.5;0.0;0.0;0.0;;2006.0;2006-08-02 00:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.55;73.5;1014.8;0.0;0.0;0.0;;2006.0;2006-08-02 01:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.63;72.3;1015.05;0.0;0.0;0.0;;2006.0;2006-08-02 02:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.8;71.8;1015.0;0.0;0.0;0.0;;2006.0;2006-08-02 03:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1014.775;0.0;0.0;0.0;;2006.0;2006-08-02 04:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1014.275;0.0;0.0;0.0;;2006.0;2006-08-02 05:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1013.6;0.0;0.0;0.0;;2006.0;2006-08-02 06:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.85;0.0;0.0;0.0;;2006.0;2006-08-02 07:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.8;0.0;0.0;0.0;;2006.0;2006-08-02 08:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.75;0.0;0.0;0.0;;2006.0;2006-08-02 09:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.28;72.8;1013.25;0.0;0.0;0.0;;2006.0;2006-08-02 10:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.2;72.8;1013.975;0.0;0.0;0.0;;2006.0;2006-08-02 11:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.13;73.0;1014.625;0.0;0.0;0.0;;2006.0;2006-08-02 12:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.2;72.0;1014.9;0.0;0.0;0.0;;2006.0;2006-08-02 13:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.6;69.5;1014.925;0.0;0.0;0.0;;2006.0;2006-08-02 14:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1014.725;0.0;0.0;0.0;;2006.0;2006-08-02 15:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1014.125;0.0;0.0;0.0;;2006.0;2006-08-02 16:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1013.05;0.0;0.0;0.0;;2006.0;2006-08-02 17:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.875;0.0;0.0;0.0;;2006.0;2006-08-02 18:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.125;0.0;0.0;0.0;;2006.0;2006-08-02 19:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.8;0.0;0.0;0.0;;2006.0;2006-08-02 20:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.0;0.0;0.0;0.0;;2006.0;2006-08-02 21:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.375;0.0;0.0;0.0;;2006.0;2006-08-02 22:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.2;70.3;1011.825;0.0;0.0;0.0;;2006.0;2006-08-02 23:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.13;70.8;1012.15;0.0;0.0;0.0;;2006.0;2006-08-03 00:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.15;71.5;1012.4;0.0;0.0;0.0;;2006.0;2006-08-03 01:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.2;71.3;1012.8;0.0;0.0;0.0;;2006.0;2006-08-03 02:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.3;70.3;1013.0;0.0;0.0;0.0;;2006.0;2006-08-03 03:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.625;0.0;0.0;0.0;;2006.0;2006-08-03 04:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.875;0.0;0.0;0.0;;2006.0;2006-08-03 05:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.25;0.0;0.0;0.0;;2006.0;2006-08-03 06:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.8;0.0;0.0;0.0;;2006.0;2006-08-03 07:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.4;0.0;0.0;0.0;;2006.0;2006-08-03 08:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.35;0.0;0.0;0.0;;2006.0;2006-08-03 09:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.775;0.0;0.0;0.0;;2006.0;2006-08-03 10:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.3;72.8;1011.6;0.0;0.0;0.0;;2006.0;2006-08-03 11:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.4;70.8;1012.325;0.0;0.0;0.0;;2006.0;2006-08-03 12:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.68;70.8;1012.775;0.0;0.0;0.0;;2006.0;2006-08-03 13:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.88;69.8;1012.7;0.0;0.0;0.0;;2006.0;2006-08-03 14:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.425;0.0;0.0;0.0;;2006.0;2006-08-03 15:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.9;0.0;0.0;0.0;;2006.0;2006-08-03 16:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.575;0.0;0.0;0.0;;2006.0;2006-08-03 17:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.775;0.0;0.0;0.0;;2006.0;2006-08-03 18:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.175;0.0;0.0;0.0;;2006.0;2006-08-03 19:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.225;0.0;0.0;0.0;;2006.0;2006-08-03 20:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.825;0.0;0.0;0.0;;2006.0;2006-08-03 21:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.23;69.8;1011.35;0.0;0.0;0.0;;2006.0;2006-08-03 22:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.28;69.5;1011.825;0.0;0.0;0.0;;2006.0;2006-08-03 23:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.23;69.3;1012.6;0.0;0.0;0.0;;2006.0;2006-08-04 00:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.3;70.0;1013.05;0.0;0.0;0.0;;2006.0;2006-08-04 01:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.28;70.0;1013.3;0.0;0.0;0.0;;2006.0;2006-08-04 02:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.2;70.5;1013.475;0.0;0.0;0.0;;2006.0;2006-08-04 03:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1013.2;0.0;0.0;0.0;;2006.0;2006-08-04 04:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.4;0.0;0.0;0.0;;2006.0;2006-08-04 05:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.675;0.0;0.0;0.0;;2006.0;2006-08-04 06:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.1;0.0;0.0;0.0;;2006.0;2006-08-04 07:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.5;0.0;0.0;0.0;;2006.0;2006-08-04 08:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.475;0.0;0.0;0.0;;2006.0;2006-08-04 09:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.55;0.0;0.0;0.0;;2006.0;2006-08-04 10:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.85;69.0;1010.7;0.0;0.0;0.0;;2006.0;2006-08-04 11:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.93;68.0;1010.75;0.0;0.0;0.0;;2006.0;2006-08-04 12:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.15;66.3;1010.975;0.0;0.0;0.0;;2006.0;2006-08-04 13:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.48;65.5;1011.025;0.0;0.0;0.0;;2006.0;2006-08-04 14:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.7;65.8;1011.05;0.0;0.0;0.0;;2006.0;2006-08-04 15:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.425;0.0;0.0;0.0;;2006.0;2006-08-04 16:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.625;0.0;0.0;0.0;;2006.0;2006-08-04 17:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1008.85;0.0;0.0;0.0;;2006.0;2006-08-04 18:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1008.5;0.0;0.0;0.0;;2006.0;2006-08-04 19:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1008.45;0.0;0.0;0.0;;2006.0;2006-08-04 20:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1008.425;0.0;0.0;0.0;;2006.0;2006-08-04 21:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1008.525;0.0;0.0;0.0;;2006.0;2006-08-04 22:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.63;67.0;1009.175;0.0;0.0;0.0;;2006.0;2006-08-04 23:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.4;66.0;1010.05;0.0;0.0;0.0;;2006.0;2006-08-05 00:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.63;65.5;1010.775;0.0;0.0;0.0;;2006.0;2006-08-05 01:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.95;66.0;1011.525;0.0;0.0;0.0;;2006.0;2006-08-05 02:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.15;67.8;1011.9;0.0;0.0;0.0;;2006.0;2006-08-05 03:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.18;67.8;1011.825;0.0;0.0;0.0;;2006.0;2006-08-05 04:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.3;0.0;0.0;0.0;;2006.0;2006-08-05 05:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.8;0.0;0.0;0.0;;2006.0;2006-08-05 06:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.425;0.0;0.0;0.0;;2006.0;2006-08-05 07:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.975;0.0;0.0;0.0;;2006.0;2006-08-05 08:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.8;0.0;0.0;0.0;;2006.0;2006-08-05 09:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.95;0.0;0.0;0.0;;2006.0;2006-08-05 10:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.1;66.0;1010.275;0.0;0.0;0.0;;2006.0;2006-08-05 11:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.2;65.8;1010.575;0.0;0.0;0.0;;2006.0;2006-08-05 12:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.45;65.0;1010.975;0.0;0.0;0.0;;2006.0;2006-08-05 13:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.85;63.8;1010.625;0.0;0.0;0.0;;2006.0;2006-08-05 14:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.725;0.0;0.0;0.0;;2006.0;2006-08-05 15:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.05;0.0;0.0;0.0;;2006.0;2006-08-05 16:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1008.575;0.0;0.0;0.0;;2006.0;2006-08-05 17:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1008.275;0.0;0.0;0.0;;2006.0;2006-08-05 18:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1008.1;0.0;0.0;0.0;;2006.0;2006-08-05 19:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1008.05;0.0;0.0;0.0;;2006.0;2006-08-05 20:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1007.825;0.0;0.0;0.0;;2006.0;2006-08-05 21:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1008.025;0.0;0.0;0.0;;2006.0;2006-08-05 22:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.18;69.5;1008.325;0.0;0.0;0.0;;2006.0;2006-08-05 23:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.28;68.8;1008.65;0.0;0.0;0.0;;2006.0;2006-08-06 00:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;14.25;68.3;1008.825;0.0;0.0;0.0;;2006.0;2006-08-06 01:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;13.73;70.3;1009.3;0.0;0.0;0.0;;2006.0;2006-08-06 02:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;14.83;70.3;1009.675;0.0;0.0;0.0;;2006.0;2006-08-06 03:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.83;68.5;1009.85;0.0;0.0;0.0;;2006.0;2006-08-06 04:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.2;68.3;1009.825;0.0;0.0;0.0;;2006.0;2006-08-06 05:00:00
